Customer_ID,Region,Age,Average_Premium_Paid,NPS_Score,Years_as_Customer,Feedback
CUST_0534,Rest of Switzerland,45,2541.67,8,1,Claims process was average.
CUST_0535,Rest of Switzerland,32,1924.94,7,12,Pricing is similar to other companies.
CUST_0536,Rest of Switzerland,48,2434.62,6,7,Customer service was unresponsive.
CUST_0537,Ticino,48,1834.33,7,9,Service is fine but could improve in some areas.
CUST_0538,Rest of Switzerland,46,2880.3,5,13,Unhappy with the claims resolution process.
CUST_0539,Rest of Switzerland,42,2164.74,7,9,The policy is decent but not outstanding.
CUST_0540,Rest of Switzerland,41,999.44,5,12,Claims handling took too long.
CUST_0541,Rest of Switzerland,39,4773.61,4,6,The premiums are too expensive for what is offered.
CUST_0542,Rest of Switzerland,42,3391.03,7,7,The policy is decent but not outstanding.
CUST_0543,Rest of Switzerland,37,1754.48,5,10,Claims handling took too long.
CUST_0544,Rest of Switzerland,36,3195.53,7,3,Pricing is similar to other companies.
CUST_0545,Ticino,59,1905.77,10,4,Customer service was very supportive.
CUST_0546,Rest of Switzerland,42,4812.26,5,11,The premiums are too expensive for what is offered.
CUST_0547,Rest of Switzerland,37,5611.9,8,20,Pricing is similar to other companies.
CUST_0548,Rest of Switzerland,33,2783.83,5,3,The policy is overpriced compared to competitors.
CUST_0549,Rest of Switzerland,44,5151.95,5,20,The policy is overpriced compared to competitors.
CUST_0550,Rest of Switzerland,44,2508.0,6,20,Claims handling took too long.
CUST_0551,Rest of Switzerland,37,2950.86,6,5,The premiums are too expensive for what is offered.
CUST_0552,Rest of Switzerland,38,4826.71,9,4,Claims were handled quickly and efficiently.
CUST_0553,Ticino,50,2235.55,7,6,"Customer service was okay, nothing exceptional."
CUST_0554,Rest of Switzerland,45,5372.4,7,12,The policy is decent but not outstanding.
CUST_0555,Rest of Switzerland,35,1264.91,8,13,Pricing is similar to other companies.
CUST_0556,Rest of Switzerland,42,4228.26,7,14,Pricing is similar to other companies.
CUST_0557,Rest of Switzerland,42,2342.66,6,3,Unhappy with the claims resolution process.
CUST_0558,Rest of Switzerland,35,3002.46,6,8,The premiums are too expensive for what is offered.
CUST_0559,Rest of Switzerland,41,1941.8,4,9,The premiums are too expensive for what is offered.
CUST_0560,Rest of Switzerland,30,1942.21,9,15,Customer service was very supportive.
CUST_0561,Ticino,50,1407.77,10,14,Great value for the premium paid!
CUST_0562,Rest of Switzerland,33,5514.94,8,13,Claims process was average.
CUST_0563,Rest of Switzerland,30,2730.83,9,15,Claims were handled quickly and efficiently.
CUST_0564,Rest of Switzerland,38,1832.52,4,16,The premiums are too expensive for what is offered.
CUST_0565,Rest of Switzerland,31,2702.17,7,6,Pricing is similar to other companies.
CUST_0566,Ticino,54,1576.1,8,12,Claims process was average.
CUST_0567,Ticino,55,2014.95,10,7,Competitive pricing for a comprehensive policy.
CUST_0568,Ticino,56,2777.79,8,7,Claims process was average.
CUST_0569,Rest of Switzerland,42,5407.02,5,9,Claims handling took too long.
CUST_0570,Rest of Switzerland,40,1141.92,8,8,The policy is decent but not outstanding.
CUST_0571,Rest of Switzerland,38,2154.3,7,10,Claims process was average.
CUST_0572,Rest of Switzerland,46,1047.53,4,11,The policy is overpriced compared to competitors.
CUST_0573,Ticino,62,3474.53,9,13,Great value for the premium paid!
CUST_0574,Ticino,63,1208.95,8,14,Claims process was average.
CUST_0575,Rest of Switzerland,40,1312.28,8,7,Pricing is similar to other companies.
CUST_0576,Rest of Switzerland,49,2504.86,7,7,Service is fine but could improve in some areas.
CUST_0577,Rest of Switzerland,36,2416.7,9,12,Claims were handled quickly and efficiently.
CUST_0578,Rest of Switzerland,44,3057.73,7,14,Pricing is similar to other companies.
CUST_0579,Rest of Switzerland,33,2701.15,6,11,Customer service was unresponsive.
CUST_0580,Rest of Switzerland,41,4101.86,5,9,The policy is overpriced compared to competitors.
CUST_0581,Rest of Switzerland,38,3199.99,9,10,Customer service was very supportive.
CUST_0582,Rest of Switzerland,32,3391.96,6,18,The policy is overpriced compared to competitors.
CUST_0583,Rest of Switzerland,35,3763.01,9,4,Competitive pricing for a comprehensive policy.
CUST_0584,Rest of Switzerland,30,2250.41,9,12,Customer service was very supportive.
CUST_0585,Rest of Switzerland,34,4985.4,8,4,Service is fine but could improve in some areas.
CUST_0586,Rest of Switzerland,26,3877.09,6,7,Claims handling took too long.
CUST_0587,Rest of Switzerland,36,2700.72,6,8,Claims handling took too long.
CUST_0588,Rest of Switzerland,42,3311.23,5,7,Unhappy with the claims resolution process.
CUST_0589,Ticino,56,2760.6,7,10,The policy is decent but not outstanding.
CUST_0590,Rest of Switzerland,50,2147.16,4,13,The policy is overpriced compared to competitors.
CUST_0591,Ticino,54,3447.4,10,9,Great value for the premium paid!
CUST_0592,Ticino,51,2269.17,9,7,Great value for the premium paid!
CUST_0593,Rest of Switzerland,42,3418.16,6,18,Claims handling took too long.
CUST_0594,Rest of Switzerland,44,1579.74,9,10,Competitive pricing for a comprehensive policy.
CUST_0595,Rest of Switzerland,34,1872.28,4,18,The policy is overpriced compared to competitors.
CUST_0596,Rest of Switzerland,51,1972.79,9,11,Customer service was very supportive.
CUST_0597,Rest of Switzerland,37,1734.52,4,10,Claims handling took too long.
CUST_0598,Rest of Switzerland,33,2397.85,5,4,Unhappy with the claims resolution process.
CUST_0599,Rest of Switzerland,42,2033.26,6,7,The premiums are too expensive for what is offered.
CUST_0600,Rest of Switzerland,49,1820.83,4,8,The policy is overpriced compared to competitors.
CUST_0601,Ticino,52,1371.59,10,10,Great value for the premium paid!
CUST_0602,Rest of Switzerland,41,3123.85,6,11,The policy is overpriced compared to competitors.
CUST_0603,Rest of Switzerland,42,3075.14,4,14,The premiums are too expensive for what is offered.
CUST_0604,Rest of Switzerland,32,2861.94,8,4,Claims process was average.
CUST_0605,Rest of Switzerland,41,4599.43,6,11,The premiums are too expensive for what is offered.
CUST_0606,Rest of Switzerland,41,2574.79,7,5,The policy is decent but not outstanding.
CUST_0607,Rest of Switzerland,35,4410.73,9,14,Great value for the premium paid!
CUST_0608,Ticino,50,2002.03,7,11,Service is fine but could improve in some areas.
CUST_0609,Rest of Switzerland,40,2256.31,5,12,The policy is overpriced compared to competitors.
CUST_0610,Ticino,65,3463.56,6,5,Customer service was unresponsive.
CUST_0611,Rest of Switzerland,31,3428.23,6,8,The policy is overpriced compared to competitors.
CUST_0612,Rest of Switzerland,32,3025.6,6,17,Customer service was unresponsive.
CUST_0613,Ticino,56,3054.46,10,14,Great value for the premium paid!
CUST_0614,Rest of Switzerland,43,1197.8,8,5,Pricing is similar to other companies.
CUST_0615,Rest of Switzerland,28,2998.5,6,2,Unhappy with the claims resolution process.
CUST_0616,Ticino,63,3470.23,7,5,Service is fine but could improve in some areas.
CUST_0617,Rest of Switzerland,44,2521.37,4,9,Claims handling took too long.
CUST_0618,Rest of Switzerland,35,1815.8,9,3,Competitive pricing for a comprehensive policy.
CUST_0619,Rest of Switzerland,50,1082.29,9,6,Great value for the premium paid!
CUST_0620,Rest of Switzerland,37,2958.82,6,8,The policy is overpriced compared to competitors.
CUST_0621,Rest of Switzerland,45,1868.47,9,5,Claims were handled quickly and efficiently.
CUST_0622,Rest of Switzerland,51,2602.37,7,8,Service is fine but could improve in some areas.
CUST_0623,Rest of Switzerland,40,2570.27,9,7,Claims were handled quickly and efficiently.
CUST_0624,Rest of Switzerland,32,5291.76,8,2,Claims process was average.
CUST_0625,Ticino,48,1598.87,9,7,I am very satisfied with the claims process.
CUST_0626,Rest of Switzerland,44,5365.37,7,11,"Customer service was okay, nothing exceptional."
CUST_0627,Rest of Switzerland,43,2269.8,6,10,The policy is overpriced compared to competitors.
CUST_0628,Rest of Switzerland,37,2070.91,6,3,Customer service was unresponsive.
CUST_0629,Rest of Switzerland,37,5072.56,9,10,Claims were handled quickly and efficiently.
CUST_0630,Rest of Switzerland,38,4460.75,8,3,Service is fine but could improve in some areas.
CUST_0631,Rest of Switzerland,37,3612.2,7,9,Claims process was average.
CUST_0632,Rest of Switzerland,38,1959.38,8,9,The policy is decent but not outstanding.
CUST_0633,Rest of Switzerland,52,2055.11,10,7,Great value for the premium paid!
CUST_0634,Ticino,53,1078.54,8,7,Claims process was average.
CUST_0635,Ticino,60,2662.41,10,11,Claims were handled quickly and efficiently.
CUST_0636,Rest of Switzerland,37,2614.82,5,9,The premiums are too expensive for what is offered.
CUST_0637,Ticino,66,3357.26,10,5,Claims were handled quickly and efficiently.
CUST_0638,Rest of Switzerland,42,2552.44,4,6,The policy is overpriced compared to competitors.
CUST_0639,Rest of Switzerland,39,3744.59,5,6,Claims handling took too long.
CUST_0640,Rest of Switzerland,50,2223.66,9,6,Competitive pricing for a comprehensive policy.
CUST_0641,Rest of Switzerland,41,3530.75,6,10,Customer service was unresponsive.
CUST_0642,Rest of Switzerland,33,2885.05,5,4,The policy is overpriced compared to competitors.
CUST_0643,Rest of Switzerland,34,1461.44,7,12,Service is fine but could improve in some areas.
CUST_0644,Rest of Switzerland,48,2797.54,4,10,Claims handling took too long.
CUST_0645,Rest of Switzerland,56,1568.28,6,8,Customer service was unresponsive.
CUST_0646,Rest of Switzerland,45,4453.78,8,11,Claims process was average.
CUST_0647,Rest of Switzerland,32,2784.95,6,3,Customer service was unresponsive.
CUST_0648,Rest of Switzerland,48,2768.66,4,19,Unhappy with the claims resolution process.
CUST_0649,Rest of Switzerland,34,2332.34,9,6,I am very satisfied with the claims process.
CUST_0650,Rest of Switzerland,39,1873.87,9,10,Customer service was very supportive.
CUST_0651,Rest of Switzerland,35,3177.54,4,11,The policy is overpriced compared to competitors.
CUST_0652,Ticino,53,3211.93,10,14,Claims were handled quickly and efficiently.
CUST_0653,Ticino,52,1377.3,6,2,The policy is overpriced compared to competitors.
CUST_0654,Rest of Switzerland,32,3716.05,4,17,Customer service was unresponsive.
CUST_0655,Rest of Switzerland,52,3068.76,9,6,Great value for the premium paid!
CUST_0656,Rest of Switzerland,40,4371.2,7,19,Service is fine but could improve in some areas.
CUST_0657,Rest of Switzerland,44,2240.26,6,7,The premiums are too expensive for what is offered.
CUST_0658,Rest of Switzerland,37,1114.91,7,13,"Customer service was okay, nothing exceptional."
CUST_0659,Rest of Switzerland,48,1916.56,8,11,Claims process was average.
CUST_0660,Rest of Switzerland,35,2931.06,6,20,The policy is overpriced compared to competitors.
CUST_0661,Rest of Switzerland,37,2743.2,7,9,Pricing is similar to other companies.
CUST_0662,Rest of Switzerland,39,3870.38,4,14,Claims handling took too long.
CUST_0663,Rest of Switzerland,43,1911.62,9,16,Customer service was very supportive.
CUST_0664,Rest of Switzerland,37,5678.41,4,10,Customer service was unresponsive.
CUST_0665,Ticino,42,1226.17,7,10,The policy is decent but not outstanding.
CUST_0666,Rest of Switzerland,41,3856.02,7,10,Claims process was average.
CUST_0667,Ticino,49,1175.84,7,6,Claims process was average.
CUST_0668,Rest of Switzerland,37,1495.36,4,8,Unhappy with the claims resolution process.
CUST_0669,Rest of Switzerland,33,3498.64,4,12,Unhappy with the claims resolution process.
CUST_0670,Rest of Switzerland,42,3886.02,8,12,Claims process was average.
CUST_0671,Rest of Switzerland,39,1921.68,7,7,Claims process was average.
CUST_0672,Rest of Switzerland,49,1614.19,5,12,Unhappy with the claims resolution process.
CUST_0673,Rest of Switzerland,50,3759.64,6,17,Customer service was unresponsive.
CUST_0674,Rest of Switzerland,39,5147.36,9,9,Claims were handled quickly and efficiently.
CUST_0675,Ticino,56,2004.69,9,9,Claims were handled quickly and efficiently.
CUST_0676,Rest of Switzerland,34,3408.12,4,5,Customer service was unresponsive.
CUST_0677,Rest of Switzerland,33,1762.1,5,3,Claims handling took too long.
CUST_0678,Ticino,41,1840.62,7,14,Service is fine but could improve in some areas.
CUST_0679,Rest of Switzerland,46,3126.98,9,2,I am very satisfied with the claims process.
CUST_0680,Rest of Switzerland,31,4506.54,6,9,The premiums are too expensive for what is offered.
CUST_0681,Rest of Switzerland,40,3295.45,7,4,Service is fine but could improve in some areas.
CUST_0682,Rest of Switzerland,35,3972.9,7,10,"Customer service was okay, nothing exceptional."
CUST_0683,Ticino,47,1176.69,10,9,Customer service was very supportive.
CUST_0684,Rest of Switzerland,47,1450.78,5,5,The premiums are too expensive for what is offered.
CUST_0685,Ticino,53,1246.16,7,11,"Customer service was okay, nothing exceptional."
CUST_0686,Rest of Switzerland,40,4097.98,8,18,Service is fine but could improve in some areas.
CUST_0687,Ticino,50,1867.42,9,9,Claims were handled quickly and efficiently.
CUST_0688,Rest of Switzerland,33,4730.38,8,14,Service is fine but could improve in some areas.
CUST_0689,Rest of Switzerland,40,1631.64,7,12,Claims process was average.
CUST_0690,Rest of Switzerland,39,4179.66,4,16,The policy is overpriced compared to competitors.
CUST_0691,Rest of Switzerland,43,2423.71,7,18,"Customer service was okay, nothing exceptional."
CUST_0692,Rest of Switzerland,37,4566.01,7,3,"Customer service was okay, nothing exceptional."
CUST_0693,Ticino,53,2960.2,10,8,Competitive pricing for a comprehensive policy.
CUST_0694,Rest of Switzerland,41,2781.26,4,1,The policy is overpriced compared to competitors.
CUST_0695,Rest of Switzerland,45,3507.56,8,19,The policy is decent but not outstanding.
CUST_0696,Rest of Switzerland,37,2351.08,5,12,Customer service was unresponsive.
CUST_0697,Rest of Switzerland,45,4656.65,6,5,The policy is overpriced compared to competitors.
CUST_0698,Rest of Switzerland,42,3409.97,9,17,Customer service was very supportive.
CUST_0699,Rest of Switzerland,39,2033.47,5,1,Claims handling took too long.
CUST_0700,Rest of Switzerland,44,3686.9,8,8,"Customer service was okay, nothing exceptional."
CUST_0701,Rest of Switzerland,53,5495.27,10,17,Claims were handled quickly and efficiently.
CUST_0702,Rest of Switzerland,44,1824.28,7,9,Claims process was average.
CUST_0703,Ticino,53,3195.95,10,2,Claims were handled quickly and efficiently.
CUST_0704,Ticino,49,1544.08,6,9,The premiums are too expensive for what is offered.
CUST_0705,Rest of Switzerland,46,1132.42,9,1,Competitive pricing for a comprehensive policy.
CUST_0706,Rest of Switzerland,39,4345.55,5,10,The premiums are too expensive for what is offered.
CUST_0707,Rest of Switzerland,39,1309.93,7,5,"Customer service was okay, nothing exceptional."
CUST_0708,Rest of Switzerland,48,4373.93,9,8,I am very satisfied with the claims process.
CUST_0709,Rest of Switzerland,35,4417.0,6,10,Customer service was unresponsive.
CUST_0710,Rest of Switzerland,40,1558.21,7,9,Claims process was average.
CUST_0711,Rest of Switzerland,35,1777.67,7,9,"Customer service was okay, nothing exceptional."
CUST_0712,Ticino,61,2635.93,10,14,Competitive pricing for a comprehensive policy.
CUST_0713,Rest of Switzerland,49,2215.04,7,11,Pricing is similar to other companies.
CUST_0714,Rest of Switzerland,40,3795.54,9,10,I am very satisfied with the claims process.
CUST_0715,Rest of Switzerland,37,1984.61,4,12,Unhappy with the claims resolution process.
CUST_0716,Rest of Switzerland,43,3543.3,5,17,Customer service was unresponsive.
CUST_0717,Rest of Switzerland,39,3038.27,7,9,The policy is decent but not outstanding.
CUST_0718,Rest of Switzerland,32,2285.4,6,9,The policy is overpriced compared to competitors.
CUST_0719,Rest of Switzerland,34,3062.94,5,9,Unhappy with the claims resolution process.
CUST_0720,Ticino,64,1693.44,10,6,Great value for the premium paid!
CUST_0721,Ticino,51,1008.31,10,11,Great value for the premium paid!
CUST_0722,Rest of Switzerland,39,4815.95,4,7,The policy is overpriced compared to competitors.
CUST_0723,Rest of Switzerland,46,2260.06,8,2,Service is fine but could improve in some areas.
CUST_0724,Rest of Switzerland,36,1309.09,7,14,Pricing is similar to other companies.
CUST_0725,Rest of Switzerland,37,2413.84,6,1,The premiums are too expensive for what is offered.
CUST_0726,Rest of Switzerland,29,1889.53,3,13,Claims handling took too long.
CUST_0727,Rest of Switzerland,35,2438.2,9,1,Customer service was very supportive.
CUST_0728,Rest of Switzerland,38,1098.5,8,5,Pricing is similar to other companies.
CUST_0729,Rest of Switzerland,41,1811.33,6,10,Customer service was unresponsive.
CUST_0730,Rest of Switzerland,25,3589.64,6,17,The policy is overpriced compared to competitors.
CUST_0731,Rest of Switzerland,32,1767.79,8,14,Service is fine but could improve in some areas.
CUST_0732,Rest of Switzerland,35,2021.57,7,14,Claims process was average.
CUST_0733,Ticino,58,2430.51,9,13,Competitive pricing for a comprehensive policy.
CUST_0734,Rest of Switzerland,35,3526.87,4,10,Unhappy with the claims resolution process.
CUST_0735,Rest of Switzerland,38,1752.32,6,7,Unhappy with the claims resolution process.
CUST_0736,Rest of Switzerland,39,3258.71,8,4,"Customer service was okay, nothing exceptional."
CUST_0737,Rest of Switzerland,33,3584.7,8,15,Pricing is similar to other companies.
CUST_0738,Rest of Switzerland,38,3399.64,7,15,"Customer service was okay, nothing exceptional."
CUST_0739,Ticino,62,3251.13,9,7,Customer service was very supportive.
CUST_0740,Rest of Switzerland,38,4031.03,8,8,Service is fine but could improve in some areas.
CUST_0741,Rest of Switzerland,37,2467.6,4,9,The policy is overpriced compared to competitors.
CUST_0742,Rest of Switzerland,43,3231.01,6,6,The premiums are too expensive for what is offered.
CUST_0743,Rest of Switzerland,44,1683.08,6,10,The policy is overpriced compared to competitors.
CUST_0744,Rest of Switzerland,33,4748.84,5,9,Unhappy with the claims resolution process.
CUST_0745,Rest of Switzerland,44,1659.06,7,17,"Customer service was okay, nothing exceptional."
CUST_0746,Rest of Switzerland,40,4625.24,9,6,Claims were handled quickly and efficiently.
CUST_0747,Rest of Switzerland,37,3593.89,6,17,Claims handling took too long.
CUST_0748,Rest of Switzerland,43,3555.02,4,10,Customer service was unresponsive.
CUST_0749,Ticino,52,1401.4,9,14,Claims were handled quickly and efficiently.
CUST_0750,Rest of Switzerland,36,4486.37,7,14,Service is fine but could improve in some areas.
CUST_0751,Rest of Switzerland,43,2395.51,8,9,Claims process was average.
CUST_0752,Rest of Switzerland,32,2138.02,5,1,The policy is overpriced compared to competitors.
CUST_0753,Rest of Switzerland,51,1222.64,10,6,Claims were handled quickly and efficiently.
CUST_0754,Ticino,42,2526.27,10,10,I am very satisfied with the claims process.
CUST_0755,Rest of Switzerland,33,2910.66,4,11,The premiums are too expensive for what is offered.
CUST_0756,Rest of Switzerland,37,1187.3,4,13,The premiums are too expensive for what is offered.
CUST_0757,Rest of Switzerland,40,2452.32,7,5,Service is fine but could improve in some areas.
CUST_0758,Rest of Switzerland,45,2623.66,9,9,Customer service was very supportive.
CUST_0759,Rest of Switzerland,42,4215.82,9,13,Competitive pricing for a comprehensive policy.
CUST_0760,Rest of Switzerland,40,4619.53,7,2,Pricing is similar to other companies.
CUST_0761,Rest of Switzerland,40,3218.66,7,14,The policy is decent but not outstanding.
CUST_0762,Rest of Switzerland,39,5056.54,5,13,The policy is overpriced compared to competitors.
CUST_0763,Rest of Switzerland,31,3341.94,8,8,Pricing is similar to other companies.
CUST_0764,Ticino,53,1722.88,7,10,Claims process was average.
CUST_0765,Rest of Switzerland,38,2351.87,5,5,Unhappy with the claims resolution process.
CUST_0766,Ticino,55,2910.72,8,13,"Customer service was okay, nothing exceptional."
CUST_0767,Rest of Switzerland,42,1507.58,7,16,Pricing is similar to other companies.
CUST_0768,Ticino,54,2499.24,10,12,Competitive pricing for a comprehensive policy.
CUST_0769,Rest of Switzerland,37,2629.55,7,14,"Customer service was okay, nothing exceptional."
CUST_0770,Rest of Switzerland,52,1427.4,10,6,Competitive pricing for a comprehensive policy.
CUST_0771,Rest of Switzerland,40,1735.55,7,14,Service is fine but could improve in some areas.
CUST_0772,Ticino,54,1916.49,8,10,Pricing is similar to other companies.
CUST_0773,Ticino,44,1716.82,10,9,I am very satisfied with the claims process.
CUST_0774,Rest of Switzerland,32,3075.47,5,5,Claims handling took too long.
CUST_0775,Rest of Switzerland,27,3955.93,9,11,I am very satisfied with the claims process.
CUST_0776,Rest of Switzerland,39,3471.84,5,10,The premiums are too expensive for what is offered.
CUST_0777,Rest of Switzerland,37,2417.5,5,5,The premiums are too expensive for what is offered.
CUST_0778,Ticino,58,2361.55,10,9,I am very satisfied with the claims process.
CUST_0779,Rest of Switzerland,31,3770.44,9,7,Claims were handled quickly and efficiently.
CUST_0780,Rest of Switzerland,33,2558.48,5,7,Unhappy with the claims resolution process.
CUST_0781,Rest of Switzerland,39,2760.12,5,10,Claims handling took too long.
CUST_0782,Rest of Switzerland,51,3154.57,4,10,The policy is overpriced compared to competitors.
CUST_0783,Rest of Switzerland,42,1798.78,8,17,"Customer service was okay, nothing exceptional."
CUST_0784,Rest of Switzerland,38,5244.46,4,5,The policy is overpriced compared to competitors.
CUST_0785,Rest of Switzerland,38,1238.95,4,5,Claims handling took too long.
CUST_0786,Rest of Switzerland,45,1702.07,9,15,Customer service was very supportive.
CUST_0787,Rest of Switzerland,50,2514.19,6,4,Claims handling took too long.
CUST_0788,Ticino,44,1307.5,8,12,"Customer service was okay, nothing exceptional."
CUST_0789,Rest of Switzerland,36,3536.75,6,12,Customer service was unresponsive.
CUST_0790,Rest of Switzerland,45,1947.5,9,7,Claims were handled quickly and efficiently.
CUST_0791,Rest of Switzerland,44,1946.54,8,13,"Customer service was okay, nothing exceptional."
CUST_0792,Rest of Switzerland,29,3201.67,7,6,"Customer service was okay, nothing exceptional."
CUST_0793,Ticino,65,2872.94,10,6,Great value for the premium paid!
CUST_0794,Rest of Switzerland,51,2548.66,6,9,Claims handling took too long.
CUST_0795,Rest of Switzerland,36,2170.46,5,8,Customer service was unresponsive.
CUST_0796,Rest of Switzerland,42,3541.78,9,10,Competitive pricing for a comprehensive policy.
CUST_0797,Rest of Switzerland,48,2870.06,9,10,Competitive pricing for a comprehensive policy.
CUST_0798,Rest of Switzerland,36,4464.78,6,8,The premiums are too expensive for what is offered.
CUST_0799,Rest of Switzerland,48,2125.93,7,4,Pricing is similar to other companies.
CUST_0800,Rest of Switzerland,31,3522.74,6,13,The policy is overpriced compared to competitors.
CUST_0801,Ticino,59,2079.98,10,13,I am very satisfied with the claims process.
CUST_0802,Rest of Switzerland,44,1412.51,4,10,The premiums are too expensive for what is offered.
CUST_0803,Rest of Switzerland,39,4550.09,8,3,Claims process was average.
CUST_0804,Rest of Switzerland,39,1716.28,5,13,Customer service was unresponsive.
CUST_0805,Rest of Switzerland,42,2065.02,9,5,Great value for the premium paid!
CUST_0806,Rest of Switzerland,44,4352.64,4,7,Unhappy with the claims resolution process.
CUST_0807,Rest of Switzerland,47,2057.15,7,2,The policy is decent but not outstanding.
CUST_0808,Rest of Switzerland,47,2882.71,9,18,Claims were handled quickly and efficiently.
CUST_0809,Rest of Switzerland,40,1521.83,8,9,Claims process was average.
CUST_0810,Ticino,59,2529.52,10,6,Customer service was very supportive.
CUST_0811,Rest of Switzerland,44,3177.65,7,10,Pricing is similar to other companies.
CUST_0812,Ticino,55,3107.66,10,9,Competitive pricing for a comprehensive policy.
CUST_0813,Rest of Switzerland,41,3849.56,4,17,The premiums are too expensive for what is offered.
CUST_0814,Rest of Switzerland,31,4080.44,6,12,The premiums are too expensive for what is offered.
CUST_0815,Ticino,49,3231.24,9,4,I am very satisfied with the claims process.
CUST_0816,Rest of Switzerland,47,3620.26,8,18,Pricing is similar to other companies.
CUST_0817,Ticino,50,1825.85,9,6,Competitive pricing for a comprehensive policy.
CUST_0818,Rest of Switzerland,45,3679.44,9,12,Great value for the premium paid!
CUST_0819,Rest of Switzerland,44,1687.97,8,17,Service is fine but could improve in some areas.
CUST_0820,Rest of Switzerland,37,3457.01,9,9,Great value for the premium paid!
CUST_0821,Rest of Switzerland,37,1470.11,6,6,Customer service was unresponsive.
CUST_0822,Ticino,50,1146.19,9,6,Great value for the premium paid!
CUST_0823,Rest of Switzerland,44,5089.82,5,16,Claims handling took too long.
CUST_0824,Rest of Switzerland,44,2626.45,7,10,Service is fine but could improve in some areas.
CUST_0825,Rest of Switzerland,34,3737.6,6,12,The policy is overpriced compared to competitors.
CUST_0826,Ticino,47,1752.76,10,12,Claims were handled quickly and efficiently.
CUST_0827,Ticino,53,3165.52,7,4,Service is fine but could improve in some areas.
CUST_0828,Rest of Switzerland,42,3665.17,5,9,The policy is overpriced compared to competitors.
CUST_0829,Rest of Switzerland,42,2107.2,9,7,Competitive pricing for a comprehensive policy.
CUST_0830,Rest of Switzerland,41,2527.4,6,6,The policy is overpriced compared to competitors.
CUST_0831,Rest of Switzerland,41,4527.58,6,12,The premiums are too expensive for what is offered.
CUST_0832,Ticino,52,2274.66,7,5,Pricing is similar to other companies.
CUST_0833,Rest of Switzerland,43,5351.32,6,15,Claims handling took too long.
CUST_0834,Rest of Switzerland,30,1804.03,7,11,Pricing is similar to other companies.
CUST_0835,Rest of Switzerland,37,1941.36,7,15,The policy is decent but not outstanding.
CUST_0836,Rest of Switzerland,38,3475.58,4,6,The policy is overpriced compared to competitors.
CUST_0837,Ticino,45,1036.52,8,8,Service is fine but could improve in some areas.
CUST_0838,Rest of Switzerland,32,4367.27,9,9,Customer service was very supportive.
CUST_0839,Rest of Switzerland,43,1532.6,6,9,The policy is overpriced compared to competitors.
CUST_0840,Rest of Switzerland,35,3223.81,9,15,I am very satisfied with the claims process.
CUST_0841,Rest of Switzerland,48,5611.33,7,14,Claims process was average.
CUST_0842,Rest of Switzerland,37,1459.2,7,4,Pricing is similar to other companies.
CUST_0843,Rest of Switzerland,46,2938.09,8,6,Claims process was average.
CUST_0844,Rest of Switzerland,37,3844.58,8,5,The policy is decent but not outstanding.
CUST_0845,Rest of Switzerland,49,2750.53,6,16,The policy is overpriced compared to competitors.
CUST_0846,Rest of Switzerland,31,3129.58,7,5,"Customer service was okay, nothing exceptional."
CUST_0847,Ticino,45,1962.52,10,6,Customer service was very supportive.
CUST_0848,Rest of Switzerland,34,1986.91,8,15,The policy is decent but not outstanding.
CUST_0849,Ticino,55,1583.39,10,8,Customer service was very supportive.
CUST_0850,Rest of Switzerland,44,4399.09,4,4,The policy is overpriced compared to competitors.
CUST_0851,Rest of Switzerland,37,4702.63,5,17,Claims handling took too long.
CUST_0852,Rest of Switzerland,41,3420.68,5,11,Claims handling took too long.
CUST_0853,Ticino,51,1981.69,10,14,Competitive pricing for a comprehensive policy.
CUST_0854,Rest of Switzerland,35,4341.61,4,2,The policy is overpriced compared to competitors.
CUST_0855,Rest of Switzerland,39,4599.37,4,12,Unhappy with the claims resolution process.
CUST_0856,Rest of Switzerland,33,1717.3,5,12,Unhappy with the claims resolution process.
CUST_0857,Ticino,77,1029.35,9,14,Claims were handled quickly and efficiently.
CUST_0858,Rest of Switzerland,31,1448.12,9,16,Competitive pricing for a comprehensive policy.
CUST_0859,Ticino,52,1353.45,7,14,Service is fine but could improve in some areas.
CUST_0860,Ticino,53,1793.57,9,2,Customer service was very supportive.
CUST_0861,Rest of Switzerland,35,1259.75,8,3,"Customer service was okay, nothing exceptional."
CUST_0862,Rest of Switzerland,43,2004.86,4,18,Unhappy with the claims resolution process.
CUST_0863,Rest of Switzerland,29,2230.52,7,5,Pricing is similar to other companies.
CUST_0864,Rest of Switzerland,37,1717.85,9,14,Competitive pricing for a comprehensive policy.
CUST_0865,Rest of Switzerland,33,5804.72,7,16,The policy is decent but not outstanding.
CUST_0866,Ticino,49,2055.21,6,13,Claims handling took too long.
CUST_0867,Ticino,53,3353.71,7,13,Claims process was average.
CUST_0868,Rest of Switzerland,34,4590.65,5,9,Customer service was unresponsive.
CUST_0869,Rest of Switzerland,40,3271.03,5,6,Claims handling took too long.
CUST_0870,Rest of Switzerland,35,2869.4,9,16,Great value for the premium paid!
CUST_0871,Ticino,44,1998.22,9,6,Competitive pricing for a comprehensive policy.
CUST_0872,Rest of Switzerland,36,3321.72,8,2,The policy is decent but not outstanding.
CUST_0873,Rest of Switzerland,37,4147.26,7,10,Pricing is similar to other companies.
CUST_0874,Rest of Switzerland,48,4640.1,8,9,The policy is decent but not outstanding.
